index,0,1
0,348118,104937
1,167065,104933
2,1002834,104943
3,156804,511195
4,156775,1025048
5,114360,925535
6,61633,104931
7,335815,104928
8,543688,104941
9,276168,114336
10,508310,0
11,156756,0
12,545709,0
13,948836,0
14,63184,0
15,70042,0
16,58455,0
17,131701,0
18,156800,0
19,108773,0
20,71485,0
21,108304,0
22,494811,0
23,112042,0
24,494779,0
25,296983,0
26,83739,0
27,162917,0
28,853397,0
29,104901,0
30,63353,0
31,48956,0
32,1022681,0
33,1049495,0
34,203851,0
35,63840,0
36,449471,0
37,474621,0
38,1022713,0
39,203850,0
40,497796,0
41,644244,0
42,92256,0
43,70833,0
44,950834,0
45,60825,0
46,959452,0
47,203841,0
48,131665,0
49,76672,0
50,1049456,0
51,1046532,0
52,63841,0
53,959473,0
54,925523,0
55,203848,0
56,444714,0
57,63372,0
58,925522,0
59,864941,0
60,925521,0
61,1025047,0
62,1002850,0
63,511168,0
64,546943,0
65,104936,0
66,104938,0
67,104934,0
68,104939,0
69,104927,0
